Product Name,Brand Name,Price,Rating,Reviews,Review Votes
"5.5"" Unlocked Dual Sim Cellphone Android 5.1 MTK6580 Quad Core GSM Quadband-JUNING 3G Smartphones Black",JUNING,99.99,1,"I wish i could give it 0 or negative stars. Based on the high ratings from other customers, this was purchased for my mother. When she received it, the charging cable was too loose and the device would NOT accept a charge. She even tried 3 or 4 other charging cables, none of them worked on this device. In addition, when she tried to insert her SIM card (from old phone), the card fell into the slot and she had to fish it out with a needle. This task took a long time to finish. The other customers may have just gotten really lucky with their purchases--we did not. SAVE YOUR MONEY DO NOT BUY THIS JUNK.",1
"5.5"" Unlocked Dual Sim Cellphone Android 5.1 MTK6580 Quad Core GSM Quadband-JUNING 3G Smartphones Black",JUNING,99.99,1,I returned it...don't bother..u can make calls and text but forget about using your carriers internet/data outside of Wi-Fi. Its really cute though.,3
